API_WellNo,OpNo,CoName,Well_Nm,Well_Typ,Type,Wl_Status,Status,Wh_Sec,Wh_Twpn,Wh_Twpd,Wh_RngN,Wh_RngD,Wh_Qtr,Wh_FtNS,Wh_Ns,Wh_FtEW,Wh_EW,Slant,Reg_Field_No,Reg_Field,Stat_Field_No,Stat_Field,Dt_APD,Dt_Cmp,Elev_KB,DTD
25083224600000,580,XTO Energy Inc.,Fisher  11X-33,OIL,Oil,PR,Producing,33,26,N,52,E, NW NW,500.0,N,250.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-04 00:00:00,2006-08-11 00:00:00,2499.0,15168.0
25083222440000,2322,"EOG Resources, Inc.",Foss Ranch  1-34H,OIL,Oil,PR,Producing,34,26,N,53,E, NW NW,360.0,N,330.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-11-17 00:00:00,2005-03-22 00:00:00,2295.0,15010.0
25083221650000,1550,Continental Resources Inc,Hill  1-36H,OIL,Oil,PR,Producing,36,24,N,55,E, SW SW,745.0,S,775.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-06-18 00:00:00,2005-04-15 00:00:00,2648.0,15461.0
25083225680000,536,Ovintiv USA Inc.,Pleasant Valley  3-6H,OIL,Oil,SI,Shut In,6,22,N,58,E, SE SW,500.0,S,2470.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-11-14 00:00:00,2007-03-15 00:00:00,2329.0,14516.0
25083222770000,6980,Slawson Exploration Company Inc,Tornado  1-24H,OIL,Oil,PR,Producing,24,25,N,54,E, SE SE,750.0,S,600.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-02-17 00:00:00,2005-09-08 00:00:00,2282.0,14917.0
25083221230000,580,XTO Energy Inc.,Bahls  24X-11,OIL,Oil,PR,Producing,11,23,N,56,E, SE SW,660.0,S,2096.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-02-16 00:00:00,2004-05-27 00:00:00,2626.0,15692.0
25091218500000,5421,"Northern Oil Production, Inc.",Powers  13N-17H,OIL,Oil,PR,Producing,17,36,N,53,E, SW SW,760.0,S,182.0,W,H,11091,Outlook,6560,Outlook,2007-10-22 00:00:00,2008-02-07 00:00:00,2419.0,10944.0
25083230730000,1550,Continental Resources Inc,Thomas  3-27H,OIL,Oil,PR,Producing,27,23,N,56,E, SE SW,225.0,S,2000.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-10-29 00:00:00,2013-04-17 00:00:00,2608.0,20373.0
25085218940000,533,Oasis Petroleum North America LLC,Ma 2758  41-11B,OIL,Oil,PR,Producing,11,27,N,58,E, SW SW,390.0,S,600.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-11-13 00:00:00,2013-02-28 00:00:00,1969.0,20475.0
25083231920000,1550,Continental Resources Inc,Barbara  4-28H,OIL,Oil,PR,Producing,28,25,N,55,E, SE SW,295.0,S,2545.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2013-09-20 00:00:00,2014-06-06 00:00:00,2293.0,19975.0
25083220920000,2322,"EOG Resources, Inc.",Anna  1-3H,OIL,Oil,PR,Producing,3,25,N,53,E, SW SE,260.0,S,1980.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-12-09 00:00:00,2004-08-11 00:00:00,2255.0,13878.0
25005237960000,105,Citation Oil & Gas Corp.,BSU  E325H,OIL,Oil,PR,Producing,25,32,N,19,E, SW NE,1800.0,N,2085.0,E,H,1100,Bowes,1100,Bowes,2011-05-31 00:00:00,2011-08-16 00:00:00,2817.0,5795.0
25083226380000,536,Ovintiv USA Inc.,Andersen  1-4H,OIL,Oil,PR,Producing,4,22,N,59,E, SE SE,230.0,S,230.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-04-23 00:00:00,2007-07-27 00:00:00,1928.0,16050.0
25085216990000,316,"Cardinal Oil,  LLC",Johnson  7-21H,OIL,Oil,SI,Shut In,21,30,N,57,E, NE NE,660.0,N,660.0,E,H,11085,Shotgun Creek,8260,Shotgun Creek,2005-12-19 00:00:00,2006-05-03 00:00:00,2231.0,10670.0
25083221950000,1550,Continental Resources Inc,Alice  1-21H,OIL,Oil,PR,Producing,21,23,N,56,E, SW SW,300.0,S,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-09-14 00:00:00,2005-07-15 00:00:00,2507.0,14990.0
25083229490000,6980,Slawson Exploration Company Inc,Rustler  1-4H,OIL,Oil,PR,Producing,4,23,N,52,E, NE NE,200.0,N,700.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2012-02-28 00:00:00,2012-12-14 00:00:00,2498.0,13948.0
25083224480000,1550,Continental Resources Inc,Candee  1-18H,OIL,Oil,PR,Producing,18,24,N,53,E, SE SE,250.0,S,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-02-16 00:00:00,2006-06-21 00:00:00,2294.0,14950.0
25083221890000,3680,"Petro-Hunt, LLC",Merrill  3B-2-1H,OIL,Oil,PR,Producing,3,22,N,57,E, NW NW,560.0,N,200.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-07-31 00:00:00,2005-05-10 00:00:00,2488.0,15122.0
25083223990000,2322,"EOG Resources, Inc.",Hoefle  1-22H,OIL,Oil,PR,Producing,22,25,N,54,E, SE SE,760.0,S,760.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-11-17 00:00:00,2008-08-26 00:00:00,2296.0,14138.0
25025219590000,664,"Denbury Onshore, LLC",Pennel Unit  21XX-10H,OIL,Oil,PR,Producing,10,8,N,59,E, NE NW,245.0,N,2190.0,W,H,6680,Pennel,6680,Pennel,2001-03-15 00:00:00,2001-05-31 00:00:00,3003.0,11546.0
25083231270000,1550,Continental Resources Inc,Goss  3-35H,OIL,Oil,PR,Producing,35,24,N,54,E, SW SE,300.0,S,2500.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-03-05 00:00:00,2013-06-06 00:00:00,2700.0,19930.0
25083228470000,8205,"Wesco Operating, Inc.",McVay  3-34H,OIL,Oil,PR,Producing,27,25,N,55,E, SW SW,250.0,S,860.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2010-06-24 00:00:00,2011-05-31 00:00:00,2336.0,14013.0
25035221800000,730,Blackfeet Tribe,Tribal Riverbend  3709-12-13H,OIL,Oil,UN,Unknown,12,37,N,9,W, SW SW,575.0,S,320.0,W,H,11035,"Landslide Butte, West",5182,"Landslide Butte, West",2011-05-06 00:00:00,2011-12-01 00:00:00,,9775.0
25085217360000,533,Oasis Petroleum North America LLC,Luke Sweetman  24-25H,OIL,Oil,PR,Producing,24,27,N,58,E, NW NW,240.0,N,610.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2009-09-18 00:00:00,2010-04-21 00:00:00,2047.0,19790.0
25083221760000,6980,Slawson Exploration Company Inc,Avenger  1-12H,OIL,Oil,AU,Abandoned - Unapproved,12,25,N,52,E, SW SE,400.0,S,2140.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-07-20 00:00:00,2004-09-16 00:00:00,2428.0,13775.0
25083220000000,1550,Continental Resources Inc,Joyce  13-5H,OIL,Oil,PR,Producing,5,24,N,54,E,  NW,400.0,N,1050.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-04-28 00:00:00,2004-03-09 00:00:00,2445.0,16296.0
25085216800000,533,Oasis Petroleum North America LLC,Mattingley  44-9H,OIL,Oil,AX,P&A - Approved,9,29,N,59,E, SE SE,507.0,S,291.0,E,H,11085,Red Bank,7400,Red Bank,2004-03-17 00:00:00,2004-10-08 00:00:00,2430.0,12745.0
25083232200000,404,Whiting Oil and Gas Corporation,Watts  42-21-2H,OIL,Oil,PR,Producing,21,24,N,59,E, SE NE,1820.0,N,530.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-12-31 00:00:00,2014-06-16 00:00:00,2147.0,19999.0
25083225190000,1550,Continental Resources Inc,Klasna  2-19H,OIL,Oil,PR,Producing,19,24,N,54,E, NE NE,240.0,N,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-06-30 00:00:00,2006-08-10 00:00:00,2479.0,15499.0
25083232280000,1550,Continental Resources Inc,Alma  3-25H,OIL,Oil,PR,Producing,25,23,N,56,E, SW NW,2270.0,N,275.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2014-01-24 00:00:00,2015-01-16 00:00:00,2510.0,20368.0
25083231820000,1550,Continental Resources Inc,Melvin  4-3H,OIL,Oil,PR,Producing,3,23,N,55,E, SW SE,315.0,S,2050.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-08-27 00:00:00,2014-05-01 00:00:00,2551.0,19900.0
25083227230000,118,Enerplus Resources USA Corporation,Penelope-Jean  19-3-HLID3,OIL,Oil,PR,Producing,19,24,N,56,E, NE NW,360.0,N,1670.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2008-01-03 00:00:00,2008-06-19 00:00:00,2413.0,19660.0
25083221780000,2322,"EOG Resources, Inc.",Double V  1-21H,OIL,Oil,PR,Producing,21,25,N,53,E, SW SE,200.0,S,1500.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-07-21 00:00:00,2004-10-14 00:00:00,2425.0,14535.0
25083221050000,5000,Burlington Resources Oil & Gas Company LP,BR  41-9H 52,OIL,Oil,PR,Producing,9,25,N,52,E, NE NE,350.0,N,400.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-01-09 00:00:00,2007-01-31 00:00:00,2527.0,14730.0
25091218270000,5421,"Northern Oil Production, Inc.",Ruegsegger  4N-24H,OIL,Oil,PR,Producing,24,36,N,52,E, NW NW,312.0,N,288.0,W,H,6560,Outlook,6560,Outlook,2007-01-26 00:00:00,2007-05-10 00:00:00,2434.0,12100.0
25083231580000,1550,Continental Resources Inc,Mulholland Federal  1-32H,OIL,Oil,PR,Producing,32,27,N,56,E, SE SW,260.0,S,1345.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-05-10 00:00:00,2013-10-01 00:00:00,2095.0,20000.0
25025219630000,664,"Denbury Onshore, LLC",Pennel  42X-13H,OIL,Oil,PR,Producing,13,8,N,59,E, SE NE,2423.0,N,1160.0,E,H,6680,Pennel,6680,Pennel,2001-04-30 00:00:00,2001-08-09 00:00:00,3007.0,14080.0
25005236510000,105,Citation Oil & Gas Corp.,Bowes Sawtooth Unit  E831H,OIL,Oil,PR,Producing,31,32,N,20,E, SW SE,360.0,S,1938.0,E,H,1100,Bowes,1100,Bowes,2007-03-30 00:00:00,2007-09-22 00:00:00,2964.0,6347.0
25005236490000,105,Citation Oil & Gas Corp.,Bowes Sawtooth Unit  F606H,OIL,Oil,PR,Producing,6,31,N,20,E, SW SE,1006.0,S,1690.0,E,H,1100,Bowes,1100,Bowes,2007-03-30 00:00:00,2007-08-31 00:00:00,2909.0,6315.0
25083221560000,2322,"EOG Resources, Inc.",Burlington  1-25H,OIL,Oil,PR,Producing,25,25,N,53,E, SE SE,330.0,S,530.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-05-06 00:00:00,2004-09-01 00:00:00,2372.0,15220.0
25005237740000,105,Citation Oil & Gas Corp.,Bowes Sawtooth Unit  G631H,OIL,Oil,PR,Producing,31,32,N,20,E, NE SE,1560.0,S,1213.0,E,H,1100,Bowes,1100,Bowes,2009-07-17 00:00:00,2009-10-31 00:00:00,2953.0,6678.0
25083225040000,5000,Burlington Resources Oil & Gas Company LP,BR  21-10H 52,OIL,Oil,PR,Producing,10,25,N,52,E, NE NW,75.0,N,2400.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-06-06 00:00:00,2006-10-12 00:00:00,2550.0,14490.0
25085219240000,533,Oasis Petroleum North America LLC,Crocket 2958  42-21 1H,OIL,Oil,PR,Producing,21,29,N,58,E, SE SW,180.0,S,2365.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-07-08 00:00:00,2014-01-13 00:00:00,2548.0,20694.0
25083226750000,1550,Continental Resources Inc,Georgia  1-25H,OIL,Oil,PR,Producing,25,25,N,55,E, NE NE,300.0,N,300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-07-19 00:00:00,2007-11-01 00:00:00,2418.0,16007.0
25083224000000,1550,Continental Resources Inc,Tammy  1-8H,OIL,Oil,PR,Producing,8,25,N,55,E, NE NE,800.0,N,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-11-17 00:00:00,2006-09-27 00:00:00,2295.0,16118.0
25085217650000,2322,"EOG Resources, Inc.",Stateline  3-1522H,OIL,Oil,PR,Producing,15,28,N,59,E, NE NE,220.0,N,1290.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-08-02 00:00:00,2012-04-06 00:00:00,2334.0,19771.0
25019211320000,315,"Staghorn Energy, LLC",1 Knob Hill St.  2-2-17H,OIL,Oil,AX,P&A - Approved,17,34,N,46,E, SE NW,1500.0,N,1700.0,W,H,4350,Hell Coulee,4350,Hell Coulee,1997-09-30 00:00:00,1997-11-07 00:00:00,2795.0,7845.0
25025230870000,664,"Denbury Onshore, LLC",Unit MC  22-19SH,OIL,Oil,PR,Producing,19,7,N,60,E, SW NE,2395.0,N,2540.0,W,H,6680,Pennel,6680,Pennel,2017-11-17 00:00:00,2018-04-10 00:00:00,2985.0,9862.0
25083230950000,6980,Slawson Exploration Company Inc,Hercules  4-2H,OIL,Oil,PR,Producing,2,23,N,53,E, SW SW,350.0,S,280.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-12-03 00:00:00,2013-03-23 00:00:00,2436.0,14250.0
25083220720000,2322,"EOG Resources, Inc.",Joe  1-4H,OIL,Oil,SI,Shut In,4,25,N,53,E, SW SE,250.0,S,1980.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-10-24 00:00:00,2004-07-13 00:00:00,2221.0,13929.0
25083227700000,1550,Continental Resources Inc,Rita  3-19H,OIL,Oil,PR,Producing,19,23,N,56,E, NE NW,310.0,N,2050.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2008-07-10 00:00:00,2008-09-07 00:00:00,2563.0,19226.0
25085217680000,2322,"EOG Resources, Inc.",Stateline  9-0201H,OIL,Oil,PR,Producing,2,28,N,59,E, NW SW,1830.0,S,550.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-08-13 00:00:00,2011-11-09 00:00:00,,16000.0
25083229240000,1550,Continental Resources Inc,Sherman  1-1H,OIL,Oil,PR,Producing,1,26,N,54,E, NW NE,145.0,N,2425.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2011-12-16 00:00:00,2012-09-29 00:00:00,2376.0,19960.0
25025224220000,664,"Denbury Onshore, LLC",ELOB  24D-23NH 760,OIL,Oil,PR,Producing,23,7,N,60,E, SE SW,330.0,S,2060.0,W,H,5710,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2004-09-17 00:00:00,2005-05-24 00:00:00,3054.0,18558.0
25083233550000,727,"Kraken Operating, LLC",Eagle 4-9  #3H,OIL,Oil,PR,Producing,4,25,N,59,E, NW NE,375.0,N,1824.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2018-10-09 00:00:00,2019-03-23 00:00:00,2268.0,21086.0
25025215430000,5000,Burlington Resources Oil & Gas Company LP,ELOB  14-17H,OIL,Oil,AX,P&A - Approved,17,6,N,61,E, SW SW,500.0,S,500.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1994-10-26 00:00:00,1995-02-19 00:00:00,3050.0,11910.0
25083228680000,404,Whiting Oil and Gas Corporation,Tveit  25-36 1H,OIL,Oil,PR,Producing,25,25,N,57,E, NE NE,240.0,N,660.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-11-19 00:00:00,2011-04-26 00:00:00,2441.0,19900.0
25025217020000,1550,Continental Resources Inc,Mike  1-23F,EOR,"Injection, EOR",IA,Active Injection,23,6,N,61,E, NE NE,575.0,N,575.0,E,H,9445,Waterhole Creek,9445,Waterhole Creek,1997-10-28 00:00:00,1998-03-27 00:00:00,2984.0,15394.0
25083224710000,1550,Continental Resources Inc,Audrey  2-31H,OIL,Oil,PR,Producing,31,24,N,56,E, SW SE,325.0,S,2350.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-13 00:00:00,2006-09-19 00:00:00,2502.0,15881.0
25083221680000,779,"White Rock Oil & Gas, LLC",Nevins  15-19H,OIL,Oil,PR,Producing,19,23,N,57,E, SW SE,400.0,S,2188.0,E,H,8980,Elm Coulee,2930,Elm Coulee,2004-06-22 00:00:00,2004-09-28 00:00:00,2666.0,15345.0
25083221670000,580,XTO Energy Inc.,Hill  24X-33,OIL,Oil,PR,Producing,33,24,N,56,E, SE SW,500.0,S,1840.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-06-18 00:00:00,2004-08-12 00:00:00,2585.0,15400.0
25083222550000,1550,Continental Resources Inc,Hanna  2-31H,OIL,Oil,PR,Producing,31,25,N,53,E, NE NE,275.0,N,960.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-12-28 00:00:00,2005-08-06 00:00:00,2406.0,14191.0
25083220440000,118,Enerplus Resources USA Corporation,Snydley-Shaw  7-4H,OIL,Oil,PR,Producing,7,24,N,55,E, NW NW,230.0,N,540.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-08-29 00:00:00,2004-09-24 00:00:00,2459.0,14263.0
25025214700000,664,"Denbury Onshore, LLC",ELOB  34-36H,EOR,"Injection, EOR",TA,Temporarily Abandoned,36,7,N,60,E, SW SE,370.0,S,2270.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1988-07-18 00:00:00,1988-09-17 00:00:00,3061.0,10860.0
25025218330000,664,"Denbury Onshore, LLC",ELOB  12-11NH,EOR,"Injection, EOR",IA,Active Injection,11,7,N,60,E, SW NW,1850.0,N,750.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1999-03-23 00:00:00,1999-07-30 00:00:00,3076.0,15353.0
25083220130000,118,Enerplus Resources USA Corporation,Whiplash-Fink  10-16H,OIL,Oil,PR,Producing,10,24,N,55,E, SE SE,360.0,S,750.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-06-02 00:00:00,2003-08-06 00:00:00,2354.0,16064.0
25025229370000,664,"Denbury Onshore, LLC",ELOB  42-32SHR 761,OIL,Oil,PR,Producing,32,7,N,61,E, SE NE,2315.0,N,695.0,E,H,5710,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2008-07-21 00:00:00,2009-10-15 00:00:00,3012.0,14865.0
25091219040000,871,"D90 Energy, LLC",Ward  11-5H,OIL,Oil,SI,Shut In,11,37,N,57,E, SW NW,1750.0,N,230.0,W,H,11091,Flat Lake,3200,Flat Lake,2012-01-31 00:00:00,2012-08-26 00:00:00,2321.0,11930.0
25083227140000,118,Enerplus Resources USA Corporation,Hopper-Joe  19-3-HLID3,OIL,Oil,PR,Producing,19,25,N,54,E, NE NW,300.0,N,2365.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-12-20 00:00:00,2008-04-16 00:00:00,2416.0,19040.0
25083224630000,118,Enerplus Resources USA Corporation,Porky-State  16-14H,OIL,Oil,PR,Producing,16,24,N,54,E, SE SW,275.0,S,1924.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-04 00:00:00,2006-06-10 00:00:00,2468.0,14030.0
25025215470000,664,"Denbury Onshore, LLC",Unit  31X-15H,OIL,Oil,PR,Producing,15,6,N,60,E, NW NE,1091.0,N,1703.0,E,H,5700,Lookout Butte,5700,Lookout Butte,1994-12-29 00:00:00,1995-06-26 00:00:00,3099.0,11865.0
25083220270000,1550,Continental Resources Inc,Julie  1-34H,OIL,Oil,PR,Producing,34,24,N,54,E, SW SW,500.0,S,1150.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-08-05 00:00:00,2004-01-26 00:00:00,2523.0,14765.0
25083222020000,1550,Continental Resources Inc,Big Sky  1-35H,OIL,Oil,PR,Producing,35,25,N,55,E, NW NW,150.0,N,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-09-17 00:00:00,2004-11-05 00:00:00,2371.0,14680.0
25083228040000,580,XTO Energy Inc.,Big Pheasant  12X-1,OIL,Oil,PR,Producing,1,22,N,59,E, SW NW,2589.0,N,991.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2009-08-06 00:00:00,2009-11-04 00:00:00,1929.0,20743.0
25085219480000,533,Oasis Petroleum North America LLC,KL Jackson 2959  43-20H,OIL,Oil,PR,Producing,20,29,N,59,E, SW SE,260.0,S,2300.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-05-16 00:00:00,2014-08-27 00:00:00,2526.0,20380.0
25091218960000,684,Vess Oil Corporation,Federal  1-5H,OIL,Oil,PR,Producing,6,31,N,59,E, NE NE,396.0,N,354.0,E,H,11091,Rush Mountain,7960,Rush Mountain,2011-10-18 00:00:00,2012-09-07 00:00:00,,12934.0
25083232820000,404,Whiting Oil and Gas Corporation,Young  31-1-2H,OIL,Oil,PR,Producing,1,24,N,59,E, NW NE,265.0,N,1954.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-07-10 00:00:00,2014-11-23 00:00:00,2165.0,22077.0
25083228760000,580,XTO Energy Inc.,Donna  31X-15BXC,OIL,Oil,PI,Permitted Injection Well,15,24,N,56,E, NW NE,304.0,N,2200.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2011-02-24 00:00:00,2015-05-02 00:00:00,2598.0,20300.0
25083232570000,246,"Prima Exploration, Inc.",Prewitt  21-25-4H,OIL,Oil,PR,Producing,25,25,N,58,E, NE NW,250.0,N,2590.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-04-28 00:00:00,2014-08-09 00:00:00,2209.0,21133.0
25025217140000,5000,Burlington Resources Oil & Gas Company LP,BR Duffield  14-15H,OIL,Oil,AX,P&A - Approved,15,7,N,61,E, SW SW,710.0,S,580.0,W,H,9790,Windy Ridge,9790,Windy Ridge,1997-12-22 00:00:00,1998-05-16 00:00:00,3052.0,15645.0
25083233140000,1550,Continental Resources Inc,Snow  2-13H,OIL,Oil,PR,Producing,13,23,N,54,E, NW NW,270.0,N,1298.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2014-10-06 00:00:00,2015-03-09 00:00:00,2577.0,19075.0
25083225210000,118,Enerplus Resources USA Corporation,Peanut-Ray  16-4-HLID,OIL,Oil,PR,Producing,16,24,N,57,E, NW NW,300.0,N,575.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-07-03 00:00:00,2006-12-06 00:00:00,2422.0,19850.0
25025215890000,664,"Denbury Onshore, LLC",ELOB  32-1SH,EOR,"Injection, EOR",IA,Active Injection,1,6,N,60,E, SW NE,1725.0,N,1840.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1995-11-17 00:00:00,1996-04-23 00:00:00,3016.0,13621.0
25083220840000,580,XTO Energy Inc.,Hill  34X-33,OIL,Oil,PR,Producing,33,24,N,56,E, SW SE,500.0,S,1840.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-11-10 00:00:00,2004-05-10 00:00:00,2566.0,15400.0
25083233030000,727,"Kraken Operating, LLC",Lysemose 33-34  1H,OIL,Oil,SI,Shut In,32,26,N,59,E, SE SE,700.0,S,301.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-09-11 00:00:00,2015-01-17 00:00:00,2177.0,20940.0
25025215110000,664,"Denbury Onshore, LLC",Unit  33X-16B,EOR,"Injection, EOR",IA,Active Injection,16,7,N,60,E, NW SE,1700.0,S,2400.0,E,H,6680,Pennel,6680,Pennel,1993-07-20 00:00:00,1993-10-22 00:00:00,3036.0,11331.0
25021211730000,664,"Denbury Onshore, LLC",Gas City Unit  13X-16H,OIL,Oil,PR,Producing,16,14,N,55,E, NW SW,1860.0,S,1080.0,W,H,3620,Gas City,3620,Gas City,2005-05-03 00:00:00,2005-07-28 00:00:00,2201.0,12533.0
25025218260000,664,"Denbury Onshore, LLC",ELOB  43-11SH,EOR,"Injection, EOR",IA,Active Injection,11,7,N,60,E, NE SE,1600.0,S,1140.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1999-02-19 00:00:00,1999-04-17 00:00:00,3066.0,14120.0
25083231620000,1550,Continental Resources Inc,Audrey  HSL,OIL,Oil,PR,Producing,6,23,N,56,E, SW SW,265.0,S,285.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2013-05-28 00:00:00,2013-08-13 00:00:00,2630.0,20279.0
25083226940000,118,Enerplus Resources USA Corporation,Peabody-Zipp  25-15HID3,OIL,Oil,PR,Producing,25,24,N,56,E, SW SE,340.0,S,2070.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-09-07 00:00:00,2007-12-08 00:00:00,2491.0,14640.0
25083229160000,882,"Grayson Mill Operating, LLC",Verrene 15-22  1TFH,OIL,Oil,PR,Producing,15,25,N,58,E, NW NE,300.0,N,1620.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2011-12-02 00:00:00,2012-04-29 00:00:00,2242.0,20218.0
25083232520000,1550,Continental Resources Inc,Klasna  5-18H,OIL,Oil,PR,Producing,18,24,N,54,E, NE NW,340.0,N,1935.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2014-04-16 00:00:00,2014-09-23 00:00:00,2470.0,19519.0
25025224910000,664,"Denbury Onshore, LLC",South Pine  34X-30EH,OIL,Oil,PR,Producing,30,11,N,58,E, SW SE,475.0,S,2350.0,E,H,6760,Pine,6760,Pine,2004-12-15 00:00:00,2005-03-12 00:00:00,2811.0,11640.0
25025220340000,664,"Denbury Onshore, LLC",ELOB  44-29NH 761,OIL,Oil,PR,Producing,29,7,N,61,E, SE SE,420.0,S,630.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2001-09-03 00:00:00,2002-03-19 00:00:00,3012.0,12678.0
25025230810000,664,"Denbury Onshore, LLC",ELOB 761  24-19NH,OIL,Oil,PR,Producing,19,7,N,61,E, SE SW,500.0,S,1595.0,W,H,5710,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2014-06-11 00:00:00,2014-11-29 00:00:00,3087.0,16771.0
25083231850000,404,Whiting Oil and Gas Corporation,Mullin  21-24-4H,OIL,Oil,PR,Producing,24,24,N,59,E, NE NW,695.0,N,1895.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-08-27 00:00:00,2014-02-13 00:00:00,2102.0,21162.0
25025225740000,664,"Denbury Onshore, LLC",Unit  14X-09H,OIL,Oil,SI,Shut In,9,5,N,61,E, SW SW,690.0,S,300.0,W,H,5420,"Little Beaver, East",5420,"Little Beaver, East",2006-01-27 00:00:00,2006-05-23 00:00:00,2952.0,12138.0
25083226790000,118,Enerplus Resources USA Corporation,Bullwinkle-Earl  3-3HID3,OIL,Oil,PR,Producing,3,23,N,57,E, NE NW,280.0,N,1852.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-07-31 00:00:00,2007-09-25 00:00:00,2521.0,14962.0
25083219990000,580,XTO Energy Inc.,Hill  34X-21,OIL,Oil,PR,Producing,21,24,N,56,E, SW SE,500.0,S,1980.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-04-23 00:00:00,2003-06-26 00:00:00,2600.0,15380.0
